post,reply,comment,total,liked,test_grade,homework_grade,exam_grade,discussion_grade,final_grade,grade_level
0.0,10.0,0.0,10.0,2.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,1.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,2.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,12.0,0.0,12.0,3.0,26.0,0.0,0.0,0.0,95.24,1.0
2.0,6.0,5.0,13.0,8.0,26.0,0.0,0.0,0.0,95.24,1.0
4.0,5.0,0.0,9.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,6.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,2.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,4.0,2.0,7.0,0.0,25.25,0.0,0.0,0.0,93.45,1.0
1.0,2.0,0.0,3.0,2.0,25.25,0.0,0.0,0.0,93.45,1.0
4.0,7.0,4.0,15.0,5.0,25.25,0.0,0.0,0.0,93.45,1.0
1.0,2.0,0.0,3.0,0.0,25.25,0.0,0.0,0.0,93.45,1.0
0.0,3.0,0.0,3.0,1.0,25.25,0.0,0.0,0.0,93.45,1.0
0.0,6.0,0.0,6.0,4.0,25.25,0.0,0.0,0.0,93.45,1.0
0.0,5.0,0.0,5.0,2.0,25.5,0.0,0.0,0.0,93.38,1.0
1.0,4.0,0.0,5.0,0.0,24.5,0.0,0.0,0.0,91.67,1.0
1.0,7.0,0.0,8.0,0.0,24.5,0.0,0.0,0.0,91.67,1.0
0.0,6.0,0.0,6.0,1.0,24.5,0.0,0.0,0.0,91.67,1.0
2.0,1.0,0.0,3.0,0.0,24.5,0.0,0.0,0.0,91.67,1.0
1.0,7.0,0.0,8.0,4.0,24.75,0.0,0.0,0.0,91.6,1.0
1.0,3.0,0.0,4.0,0.0,23.75,0.0,0.0,0.0,89.88,1.0
1.0,5.0,0.0,6.0,0.0,23.25,0.0,0.0,0.0,88.69,1.0
0.0,2.0,0.0,2.0,1.0,22.5,0.0,0.0,0.0,86.9,1.0
1.0,4.0,0.0,5.0,6.0,24.5,0.0,0.0,0.0,86.72,1.0
0.0,6.0,0.0,6.0,3.0,22.0,0.0,0.0,0.0,80.42,2.0
1.0,2.0,0.0,3.0,0.0,21.07,0.0,0.0,0.0,79.95,2.0
1.0,5.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
2.0,12.0,0.0,14.0,1.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,9.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,3.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,5.0,1.0,6.0,2.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,8.0,0.0,9.0,3.0,14.0,0.0,0.0,0.0,66.67,2.0
2.0,5.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,5.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,5.0,1.0,7.0,6.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,6.0,0.0,6.0,1.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,7.0,2.0,10.0,5.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,6.0,0.0,6.0,1.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,4.0,1.0,5.0,4.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,5.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
2.0,1.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,2.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,3.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,4.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
2.0,4.0,1.0,7.0,3.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,5.0,0.0,5.0,1.0,18.25,0.0,0.0,0.0,64.88,2.0
0.0,5.0,0.0,5.0,1.0,13.5,0.0,0.0,0.0,64.81,2.0
2.0,4.0,0.0,6.0,2.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,6.0,2.0,8.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
1.0,3.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,1.0,1.0,2.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,5.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
1.0,1.0,0.0,2.0,0.0,20.25,0.0,0.0,0.0,60.12,2.0
0.0,0.0,2.0,2.0,0.0,13.0,0.0,0.0,0.0,60.0,2.0
0.0,5.0,1.0,6.0,0.0,11.5,0.0,0.0,0.0,54.44,3.0
0.0,2.0,0.0,2.0,0.0,10.16,0.0,0.0,0.0,49.48,3.0
0.0,3.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,33.33,3.0
0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,33.33,3.0
0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,33.33,3.0
1.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,33.33,3.0
0.0,5.0,0.0,5.0,4.0,13.25,0.0,0.0,0.0,31.55,3.0
0.0,4.0,0.0,4.0,0.0,8.32,0.0,0.0,0.0,30.81,3.0
0.0,1.0,2.0,3.0,0.0,12.5,0.0,0.0,0.0,29.76,3.0
1.0,3.0,0.0,4.0,2.0,12.0,0.0,0.0,0.0,28.57,3.0
1.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
1.0,1.0,2.0,4.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
1.0,1.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,28.57,3.0
2.0,1.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
1.0,3.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,10.0,0.0,10.0,2.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,5.0,0.0,5.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
1.0,5.0,0.0,6.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,10.0,0.0,10.0,2.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,22.02,3.0
0.0,2.0,0.0,2.0,0.0,4.25,0.0,0.0,0.0,10.12,3.0
0.0,0.0,0.0,0.0,0.0,58.0,14.0,0.0,0.0,6.89,3.0
1.0,2.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,1.14,3.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,0.0,9.45,3.0
0.0,10.0,0.0,10.0,2.0,12.0,0.0,0.0,0.0,1.71,3.0
0.0,0.0,0.0,0.0,0.0,69.0,20.0,0.0,0.0,6.52,3.0
0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,7.08,3.0
0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1.37,3.0
0.0,0.0,0.0,0.0,0.0,25.0,24.0,97.0,0.0,47.2,3.0
0.0,0.0,0.0,0.0,0.0,79.82,0.0,33.0,0.0,31.85,3.0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,2.0,0.0,2.0,0.0,42.0,0.0,0.0,100.0,98.67,1.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,96.87,1.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.0,49.67,3.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,2.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,1.0,1.0,2.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,1.0,0.0,2.0,0.0,25.25,0.0,0.0,0.0,93.45,1.0
0.0,0.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,89.81,1.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
1.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,2.0,0.0,2.0,0.0,16.25,0.0,0.0,0.0,60.12,2.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,53.7,3.0
0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,51.48,3.0
1.0,1.0,0.0,2.0,0.0,14.25,0.0,0.0,0.0,46.79,3.0
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,33.33,3.0
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,33.33,3.0
1.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,29.63,3.0
0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,2.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,2.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.57,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,26.79,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,25.0,3.0
0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,23.81,3.0
0.0,2.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,23.81,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,23.81,3.0
0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,22.02,3.0
0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,20.24,3.0
2.0,0.0,0.0,2.0,0.0,148.0,259.5,92.0,0.0,92.2,1.0
1.0,1.0,0.0,2.0,0.0,114.0,205.5,100.0,0.0,92.01,1.0
3.0,2.0,0.0,5.0,0.0,118.0,96.5,96.0,0.0,85.0,1.0
6.0,8.0,0.0,14.0,4.0,254.0,690.17,89.0,0.0,85.0,1.0
1.0,4.0,0.0,5.0,0.0,256.0,737.0,88.0,0.0,85.0,1.0
5.0,4.0,1.0,10.0,0.0,258.0,691.0,79.0,40.0,82.31,2.0
1.0,0.0,1.0,2.0,0.0,244.0,635.5,86.0,0.0,80.48,2.0
1.0,2.0,0.0,3.0,0.0,248.0,661.3,82.0,0.0,80.29,2.0
1.0,1.0,0.0,2.0,0.0,60.0,125.0,98.0,0.0,78.89,2.0
0.0,3.0,1.0,4.0,0.0,256.0,650.74,76.0,10.0,77.06,2.0
0.0,4.0,0.0,4.0,1.0,80.0,179.5,96.0,0.0,73.37,2.0
1.0,1.0,0.0,2.0,0.0,114.0,0.0,96.0,10.0,73.18,2.0
2.0,1.0,0.0,3.0,0.0,78.0,43.0,98.0,20.0,73.06,2.0
0.0,1.0,1.0,2.0,0.0,94.0,179.67,89.0,0.0,70.33,2.0
0.0,3.0,5.0,8.0,0.0,100.0,188.5,88.0,0.0,69.17,2.0
1.0,1.0,2.0,4.0,0.0,136.0,168.0,82.0,0.0,68.36,2.0
1.0,0.0,1.0,2.0,0.0,174.0,114.0,79.0,0.0,67.75,2.0
2.0,1.0,0.0,3.0,0.0,78.0,45.0,88.0,0.0,67.57,2.0
2.0,3.0,1.0,6.0,2.0,132.0,48.5,80.0,0.0,65.58,2.0
11.0,19.0,8.0,38.0,1.0,98.0,105.0,76.0,0.0,63.11,2.0
0.0,2.0,0.0,2.0,0.0,104.0,95.0,71.0,0.0,60.31,2.0
6.0,2.0,3.0,11.0,0.0,252.0,337.5,42.0,10.0,60.0,2.0
3.0,8.0,5.0,16.0,2.0,128.0,0.0,83.0,10.0,60.0,2.0
1.0,0.0,2.0,3.0,0.0,232.0,382.5,0.0,20.0,33.77,3.0
8.0,150.0,37.0,195.0,73.0,172.0,234.0,12.0,0.0,29.05,3.0
2.0,1.0,0.0,3.0,0.0,100.0,99.0,0.0,10.0,14.01,3.0
0.0,3.0,0.0,3.0,0.0,84.0,159.5,0.0,0.0,11.91,3.0
3.0,3.0,2.0,8.0,0.0,20.0,0.0,0.0,80.0,10.31,3.0
0.0,1.0,1.0,2.0,7.0,0.0,0.0,20.0,0.0,10.0,3.0
0.0,1.0,1.0,2.0,1.0,56.0,132.0,0.0,10.0,9.33,3.0
1.0,1.0,0.0,2.0,2.0,52.0,60.25,0.0,10.0,7.82,3.0
2.0,1.0,0.0,3.0,2.0,40.0,85.0,0.0,0.0,5.84,3.0
2.0,1.0,0.0,3.0,0.0,40.0,75.0,0.0,0.0,5.77,3.0
1.0,0.0,1.0,2.0,0.0,38.0,22.5,0.0,0.0,4.77,3.0
38.0,33.0,24.0,95.0,17.0,36.0,22.5,0.0,0.0,4.53,3.0
0.0,107.0,3.0,110.0,27.0,38.0,0.0,0.0,0.0,4.38,3.0
5.0,2.0,1.0,8.0,5.0,34.0,17.5,0.0,0.0,4.23,3.0
3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,4.0,3.0
5.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,30.0,3.0,3.0
8.0,3.0,1.0,12.0,1.0,24.0,0.0,0.0,0.0,2.76,3.0
0.0,2.0,0.0,2.0,0.0,18.0,22.5,0.0,0.0,2.46,3.0
4.0,3.0,1.0,8.0,0.0,18.0,0.0,0.0,0.0,2.07,3.0
2.0,2.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,2.07,3.0
1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,2.0,3.0
1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,3.0
4.0,3.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,1.86,3.0
2.0,4.0,6.0,12.0,4.0,16.0,0.0,0.0,0.0,1.86,3.0
2.0,1.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,1.38,3.0
0.0,2.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,1.38,3.0
1.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.14,3.0
0.0,2.0,1.0,3.0,1.0,10.0,0.0,0.0,0.0,1.14,3.0
0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0
0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.93,3.0
3.0,8.0,5.0,16.0,2.0,0.0,45.5,0.0,0.0,0.68,3.0
1.0,0.0,1.0,2.0,0.0,0.0,22.5,0.0,0.0,0.38,3.0
0.0,0.0,0.0,0.0,0.0,58.0,20.0,73.0,0.0,31.82,3.0
0.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,0.0,4.1,3.0
0.0,0.0,0.0,0.0,0.0,118.0,116.5,100.0,0.0,90.85,1.0
0.0,0.0,0.0,0.0,0.0,92.0,140.0,92.0,0.0,70.93,2.0
2.0,0.0,0.0,2.0,0.0,70.0,0.0,93.0,0.0,68.99,2.0
0.0,0.0,0.0,0.0,0.0,100.0,139.5,91.0,0.0,68.59,2.0
0.0,0.0,0.0,0.0,0.0,134.0,105.0,82.0,10.0,68.49,2.0
0.0,0.0,0.0,0.0,0.0,130.0,142.0,76.0,0.0,64.76,2.0
0.0,1.0,1.0,2.0,1.0,174.0,183.5,58.0,10.0,60.0,2.0
0.0,0.0,0.0,0.0,0.0,238.0,461.0,28.0,0.0,47.56,3.0
0.0,0.0,0.0,0.0,0.0,254.0,333.5,0.0,0.0,33.68,3.0
0.0,1.0,0.0,1.0,0.0,212.0,519.0,0.0,0.0,31.3,3.0
0.0,0.0,0.0,0.0,0.0,182.0,350.0,0.0,0.0,25.67,3.0
0.0,0.0,0.0,0.0,0.0,74.0,53.75,0.0,10.0,10.3,3.0
0.0,0.0,0.0,0.0,0.0,50.0,11.0,0.0,10.0,6.95,3.0
0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,6.0,3.0
0.0,0.0,0.0,0.0,0.0,38.0,47.5,0.0,0.0,5.09,3.0
2.0,1.0,2.0,5.0,12.0,38.0,22.5,0.0,0.0,4.67,3.0
0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.62,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,20.0,22.5,0.0,0.0,2.69,3.0
0.0,0.0,0.0,0.0,0.0,18.0,22.5,0.0,0.0,2.46,3.0
2.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,2.31,3.0
0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.07,3.0
0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.07,3.0
0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.07,3.0
1.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,1.86,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.62,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.62,3.0
1.0,0.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,1.38,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.14,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.24,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,6.0,0.0,6.0,1.0,105.0,54.34,76.5,0.0,83.81,2.0
0.0,24.0,0.0,24.0,0.0,105.5,50.33,77.5,0.0,83.54,2.0
0.0,7.0,0.0,7.0,1.0,105.0,52.33,69.0,0.0,81.61,2.0
0.0,28.0,0.0,28.0,6.0,87.25,53.16,78.5,0.0,80.19,2.0
0.0,8.0,0.0,8.0,6.0,89.75,51.99,78.0,0.0,80.15,2.0
1.0,12.0,2.0,15.0,8.0,81.25,47.0,84.0,0.0,79.79,2.0
0.0,23.0,1.0,24.0,3.0,92.25,54.5,63.0,0.0,75.98,2.0
0.0,6.0,0.0,6.0,1.0,86.25,41.58,73.5,0.0,74.13,2.0
0.0,12.0,0.0,12.0,2.0,81.25,48.0,66.5,0.0,72.11,2.0
0.0,4.0,0.0,4.0,0.0,81.75,32.5,82.0,0.0,69.93,2.0
0.0,13.0,0.0,13.0,1.0,69.25,37.17,76.0,0.0,69.24,2.0
0.0,17.0,0.0,17.0,4.0,74.25,47.33,68.0,0.0,69.04,2.0
0.0,14.0,0.0,14.0,0.0,77.5,48.17,59.5,0.0,66.98,2.0
0.0,17.0,0.0,17.0,4.0,88.25,30.5,65.0,0.0,65.47,2.0
1.0,4.0,0.0,5.0,0.0,85.5,25.25,75.5,0.0,65.09,2.0
0.0,11.0,0.0,11.0,2.0,106.25,9.5,74.0,0.0,64.41,2.0
0.0,13.0,0.0,13.0,5.0,75.0,26.67,73.5,0.0,63.94,2.0
0.0,25.0,0.0,25.0,17.0,95.0,54.5,33.25,0.0,63.28,2.0
0.0,21.0,0.0,21.0,7.0,79.0,54.17,37.5,0.0,62.42,2.0
0.0,6.0,0.0,6.0,1.0,64.75,23.5,77.5,0.0,59.9,3.0
0.0,5.0,0.0,5.0,0.0,72.25,48.17,37.0,0.0,56.13,3.0
6.0,2.0,0.0,8.0,0.0,96.25,29.0,40.75,0.0,54.36,3.0
0.0,24.0,0.0,24.0,13.0,71.0,45.5,38.75,0.0,53.28,3.0
0.0,15.0,0.0,15.0,2.0,71.25,40.09,38.5,0.0,51.58,3.0
0.0,22.0,0.0,22.0,3.0,67.5,35.66,36.0,0.0,50.75,3.0
0.0,20.0,2.0,22.0,7.0,55.0,0.0,79.5,0.0,47.25,3.0
0.0,5.0,0.0,5.0,3.0,64.25,25.42,36.0,0.0,44.75,3.0
0.0,5.0,0.0,5.0,1.0,81.0,52.83,0.0,0.0,43.91,3.0
0.0,7.0,0.0,7.0,0.0,64.5,33.0,31.75,0.0,43.82,3.0
1.0,16.0,2.0,19.0,0.0,70.25,22.75,32.75,0.0,43.8,3.0
0.0,6.0,0.0,6.0,0.0,81.5,16.84,35.0,0.0,42.67,3.0
0.0,10.0,0.0,10.0,0.0,60.0,27.08,34.25,0.0,42.23,3.0
0.0,7.0,0.0,7.0,0.0,79.75,7.25,36.0,0.0,39.56,3.0
0.0,7.0,0.0,7.0,0.0,76.0,0.0,40.0,0.0,37.57,3.0
0.0,6.0,0.0,6.0,0.0,54.0,57.0,0.0,0.0,36.5,3.0
0.0,22.0,0.0,22.0,0.0,52.25,8.0,38.75,0.0,33.03,3.0
0.0,20.0,0.0,20.0,2.0,51.0,15.0,38.0,0.0,32.56,3.0
0.0,12.0,0.0,12.0,1.0,63.75,33.75,0.0,0.0,31.29,3.0
4.0,10.0,0.0,14.0,0.0,75.25,23.16,0.0,0.0,28.39,3.0
0.0,22.0,0.0,22.0,1.0,71.25,24.75,0.0,0.0,27.54,3.0
0.0,10.0,0.0,10.0,1.0,87.25,9.84,0.0,0.0,26.73,3.0
0.0,4.0,0.0,4.0,2.0,46.25,35.34,0.0,0.0,26.7,3.0
0.0,8.0,0.0,8.0,0.0,72.0,24.66,0.0,0.0,26.55,3.0
0.0,16.0,0.0,16.0,2.0,65.75,20.01,2.5,0.0,25.48,3.0
1.0,18.0,0.0,19.0,0.0,59.0,14.75,0.0,0.0,24.25,3.0
0.0,13.0,0.0,13.0,1.0,57.5,22.66,0.0,0.0,22.81,3.0
0.0,4.0,0.0,4.0,0.0,64.25,14.41,0.0,0.0,21.5,3.0
0.0,6.0,0.0,6.0,7.0,53.5,14.66,0.0,0.0,20.56,3.0
0.0,3.0,0.0,3.0,0.0,74.25,0.0,0.0,0.0,18.08,3.0
0.0,15.0,0.0,15.0,19.0,60.25,0.67,0.0,0.0,16.16,3.0
0.0,11.0,0.0,11.0,1.0,38.75,14.25,0.0,0.0,15.44,3.0
0.0,8.0,0.0,8.0,0.0,51.0,10.91,0.0,0.0,15.2,3.0
0.0,4.0,0.0,4.0,0.0,50.5,9.91,0.0,0.0,15.18,3.0
0.0,5.0,0.0,5.0,0.0,25.0,17.5,0.0,0.0,15.12,3.0
0.0,20.0,0.0,20.0,0.0,39.0,16.01,0.0,0.0,14.89,3.0
0.0,8.0,0.0,8.0,0.0,53.0,4.16,0.0,0.0,14.33,3.0
0.0,7.0,0.0,7.0,0.0,49.0,8.25,0.0,0.0,13.52,3.0
0.0,3.0,1.0,4.0,0.0,35.5,10.84,0.0,0.0,12.56,3.0
2.0,14.0,1.0,17.0,4.0,33.75,7.0,0.0,0.0,12.45,3.0
0.0,8.0,0.0,8.0,0.0,33.0,7.0,0.0,0.0,9.87,3.0
2.0,0.0,2.0,4.0,2.0,32.0,4.5,0.0,0.0,8.06,3.0
0.0,4.0,0.0,4.0,0.0,37.0,3.5,0.0,0.0,8.03,3.0
0.0,5.0,0.0,5.0,0.0,41.0,0.0,0.0,0.0,6.92,3.0
0.0,4.0,0.0,4.0,0.0,24.0,4.5,0.0,0.0,6.85,3.0
0.0,15.0,0.0,15.0,0.0,37.0,0.0,0.0,0.0,5.4,3.0
0.0,3.0,0.0,3.0,0.0,33.0,0.0,0.0,0.0,4.81,3.0
0.0,4.0,0.0,4.0,0.0,27.5,0.0,0.0,0.0,4.76,3.0
0.0,4.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,4.37,3.0
1.0,3.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,4.36,3.0
0.0,4.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,3.79,3.0
0.0,4.0,2.0,6.0,0.0,26.0,0.0,0.0,0.0,3.76,3.0
0.0,5.0,0.0,5.0,3.0,24.0,0.0,0.0,0.0,3.47,3.0
0.0,4.0,0.0,4.0,1.0,19.0,0.0,0.0,0.0,2.71,3.0
0.0,5.0,1.0,6.0,16.0,19.0,0.0,0.0,0.0,2.71,3.0
1.0,4.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,2.71,3.0
0.0,4.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,2.57,3.0
24.0,55.0,9.0,88.0,183.0,18.0,0.0,0.0,0.0,2.57,3.0
0.0,5.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,2.57,3.0
0.0,5.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,2.57,3.0
0.0,5.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,2.57,3.0
