post,reply,comment,total,liked,test_grade,homework_grade,exam_grade,discussion_grade,final_grade,grade_level
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.5,3.0
0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,16.0,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.27,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,265.0,0.0,80.0,0.0,91.43,1.0
0.0,0.0,0.0,0.0,0.0,273.0,0.0,78.0,0.0,90.97,1.0
0.0,0.0,0.0,0.0,0.0,263.0,0.0,80.0,0.0,90.13,1.0
0.0,0.0,0.0,0.0,0.0,243.0,0.0,68.0,0.0,80.45,1.0
0.0,0.0,0.0,0.0,0.0,230.0,0.0,72.0,0.0,79.21,2.0
0.0,0.0,0.0,0.0,0.0,275.0,0.0,58.0,0.0,78.4,2.0
0.0,0.0,0.0,0.0,0.0,240.0,0.0,20.0,0.0,50.26,3.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.0,0.0,33.35,3.0
0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,15.8,3.0
0.0,5.0,3.0,8.0,19.0,50.0,0.0,0.0,0.0,8.6,3.0
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,5.87,3.0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.4,3.0
0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.67,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.33,3.0
5.0,13.0,3.0,21.0,15.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.87,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.67,3.0
0.0,5.0,3.0,8.0,19.0,2.0,0.0,0.0,0.0,0.67,3.0
2.0,9.0,2.0,13.0,18.0,160.0,0.0,42.0,0.0,60.34,2.0
2.0,4.0,3.0,9.0,0.0,159.0,0.0,32.0,0.0,60.0,2.0
2.0,0.0,0.0,2.0,0.0,148.0,0.0,30.0,0.0,51.38,3.0
0.0,1.0,1.0,2.0,1.0,86.0,0.0,42.0,0.0,49.45,3.0
0.0,0.0,0.0,0.0,0.0,138.0,0.0,16.0,0.0,40.23,3.0
0.0,0.0,0.0,0.0,0.0,109.5,0.0,24.0,0.0,39.4,3.0
1.0,2.0,1.0,4.0,0.0,109.0,0.0,16.0,0.0,34.23,3.0
0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,32.08,3.0
0.0,1.0,1.0,2.0,0.0,80.0,0.0,18.0,0.0,26.64,3.0
0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,21.85,3.0
0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,11.69,3.0
0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,10.15,3.0
0.0,2.0,2.0,4.0,3.0,36.0,0.0,0.0,0.0,8.92,3.0
0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.92,3.0
0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.92,3.0
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,8.31,3.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.77,3.0
3.0,0.0,2.0,5.0,0.0,18.0,0.0,0.0,0.0,6.15,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.77,3.0
0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.46,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.38,3.0
3.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.54,3.0
0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.31,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,10.0,0.0,10.0,0.0,44.0,0.0,0.0,100.0,100.0,1.0
0.0,9.0,0.0,9.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,10.0,0.0,10.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
1.0,10.0,1.0,12.0,3.0,43.0,0.0,0.0,100.0,99.0,1.0
1.0,10.0,0.0,11.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
1.0,10.0,1.0,12.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,11.0,0.0,11.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
2.0,9.0,0.0,11.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,12.0,1.0,13.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,14.0,1.0,15.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,16.0,0.0,16.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
2.0,10.0,4.0,16.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,9.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,11.0,0.0,11.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,1.0,11.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,15.0,0.0,16.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,11.0,2.0,13.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,10.0,0.0,10.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,9.0,0.0,10.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,13.0,0.0,14.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,4.0,13.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,2.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,11.0,2.0,13.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,12.0,0.0,12.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,11.0,2.0,13.0,3.0,42.0,0.0,0.0,100.0,98.0,1.0
0.0,14.0,0.0,14.0,4.0,42.0,0.0,0.0,100.0,98.0,1.0
1.0,16.0,0.0,17.0,6.0,41.0,0.0,0.0,100.0,98.0,1.0
2.0,12.0,3.0,17.0,1.0,42.0,0.0,0.0,100.0,98.0,1.0
1.0,12.0,1.0,14.0,1.0,42.0,0.0,0.0,100.0,98.0,1.0
1.0,9.0,0.0,10.0,4.0,41.5,0.0,0.0,100.0,97.83,1.0
0.0,10.0,0.0,10.0,0.0,41.5,0.0,0.0,100.0,97.83,1.0
0.0,9.0,0.0,9.0,8.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,3.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,10.0,0.0,10.0,2.0,41.0,0.0,0.0,100.0,97.67,1.0
1.0,9.0,0.0,10.0,4.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,10.0,1.0,11.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,7.0,41.0,0.0,0.0,100.0,97.67,1.0
1.0,12.0,0.0,13.0,14.0,41.0,0.0,0.0,100.0,97.67,1.0
5.0,15.0,0.0,20.0,3.0,41.0,0.0,0.0,100.0,97.67,1.0
2.0,15.0,2.0,19.0,1.0,41.0,0.0,0.0,100.0,97.67,1.0
1.0,12.0,1.0,14.0,0.0,41.5,0.0,0.0,100.0,97.5,1.0
0.0,14.0,2.0,16.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,8.0,3.0,11.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,17.0,0.0,17.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
1.0,10.0,0.0,11.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,12.0,0.0,12.0,2.0,41.0,0.0,0.0,100.0,97.33,1.0
5.0,9.0,0.0,14.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
4.0,15.0,0.0,19.0,3.0,40.5,0.0,0.0,100.0,97.22,1.0
0.0,18.0,0.0,18.0,1.0,40.0,0.0,0.0,100.0,97.0,1.0
5.0,11.0,0.0,16.0,0.0,40.0,0.0,0.0,100.0,97.0,1.0
1.0,9.0,0.0,10.0,5.0,40.0,0.0,0.0,100.0,97.0,1.0
0.0,16.0,0.0,16.0,4.0,41.0,0.0,0.0,100.0,96.73,1.0
0.0,16.0,0.0,16.0,0.0,40.0,0.0,0.0,100.0,96.67,1.0
0.0,17.0,2.0,19.0,1.0,40.0,0.0,0.0,100.0,96.67,1.0
1.0,7.0,2.0,10.0,2.0,40.0,0.0,0.0,100.0,96.67,1.0
0.0,14.0,0.0,14.0,0.0,39.5,0.0,0.0,100.0,96.5,1.0
1.0,17.0,0.0,18.0,9.0,40.0,0.0,0.0,100.0,96.33,1.0
1.0,10.0,0.0,11.0,3.0,40.0,0.0,0.0,100.0,96.33,1.0
0.0,9.0,0.0,9.0,0.0,40.0,0.0,0.0,100.0,96.07,1.0
0.0,11.0,0.0,11.0,0.0,39.0,0.0,0.0,100.0,96.0,1.0
1.0,13.0,0.0,14.0,0.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,12.0,0.0,12.0,0.0,39.0,0.0,0.0,100.0,96.0,1.0
1.0,11.0,4.0,16.0,16.0,39.0,0.0,0.0,100.0,96.0,1.0
1.0,17.0,0.0,18.0,4.0,38.0,0.0,0.0,100.0,95.67,1.0
0.0,9.0,0.0,9.0,0.0,39.0,0.0,0.0,100.0,95.67,1.0
0.0,11.0,0.0,11.0,2.0,39.0,0.0,0.0,100.0,95.56,1.0
0.0,18.0,0.0,18.0,2.0,39.0,0.0,0.0,100.0,95.4,1.0
0.0,13.0,0.0,13.0,1.0,40.0,0.0,0.0,100.0,95.13,1.0
1.0,9.0,0.0,10.0,5.0,38.5,0.0,0.0,100.0,95.07,1.0
0.0,15.0,0.0,15.0,0.0,38.5,0.0,0.0,100.0,95.0,1.0
1.0,9.0,0.0,10.0,0.0,36.0,0.0,0.0,100.0,94.03,1.0
0.0,9.0,0.0,9.0,0.0,37.0,0.0,0.0,100.0,93.84,1.0
0.0,9.0,0.0,9.0,0.0,35.5,0.0,0.0,100.0,92.83,1.0
0.0,8.0,1.0,9.0,0.0,35.5,0.0,0.0,100.0,92.83,1.0
0.0,9.0,1.0,10.0,15.0,33.5,0.0,0.0,100.0,91.5,1.0
0.0,11.0,0.0,11.0,0.0,32.0,0.0,0.0,100.0,90.33,1.0
0.0,10.0,0.0,10.0,0.0,32.0,0.0,0.0,100.0,90.0,1.0
0.0,15.0,0.0,15.0,0.0,29.0,0.0,0.0,100.0,88.0,1.0
1.0,9.0,0.0,10.0,0.0,43.0,0.0,0.0,80.0,87.33,1.0
1.0,9.0,1.0,11.0,0.0,32.0,0.0,0.0,80.0,78.33,2.0
0.0,11.0,0.0,11.0,0.0,42.0,0.0,0.0,60.0,74.33,2.0
0.0,15.0,0.0,15.0,0.0,41.0,0.0,0.0,60.0,73.67,2.0
0.0,10.0,0.0,10.0,0.0,41.0,0.0,0.0,60.0,73.33,2.0
0.0,12.0,1.0,13.0,0.0,10.0,0.0,0.0,100.0,72.4,2.0
0.0,16.0,0.0,16.0,0.0,7.0,0.0,0.0,100.0,67.0,2.0
0.0,12.0,0.0,12.0,0.0,7.0,0.0,0.0,100.0,67.0,2.0
9.0,14.0,0.0,23.0,48.0,6.0,0.0,0.0,100.0,66.6,2.0
1.0,10.0,0.0,11.0,0.0,7.5,0.0,0.0,100.0,65.73,2.0
6.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
1.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,9.0,0.0,9.0,7.0,0.0,0.0,0.0,100.0,60.0,2.0
1.0,12.0,1.0,14.0,1.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,9.0,4.0,13.0,0.0,38.5,0.0,0.0,40.0,59.56,3.0
0.0,9.0,0.0,9.0,8.0,0.0,0.0,0.0,80.0,48.0,3.0
0.0,11.0,0.0,11.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,7.0,0.0,7.0,1.0,201.0,119.0,85.0,0.0,62.72,2.0
0.0,7.0,0.0,7.0,0.0,96.0,40.0,74.0,0.0,39.76,3.0
0.0,7.0,0.0,7.0,0.0,93.0,20.0,79.0,0.0,39.42,3.0
0.0,7.0,0.0,7.0,0.0,33.0,50.0,0.0,0.0,5.87,3.0
0.0,7.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,0.63,3.0
0.0,7.0,0.0,7.0,4.0,9.0,0.0,0.0,0.0,0.48,3.0
0.0,7.0,0.0,7.0,0.0,14.0,12.0,0.0,0.0,3.94,3.0
0.0,6.0,0.0,6.0,0.0,49.14,108.33,0.0,20.0,18.22,3.0
2.0,6.0,0.0,8.0,0.0,168.32,273.0,43.5,20.0,68.3,2.0
0.0,7.0,0.0,7.0,6.0,138.64,281.5,59.0,50.0,48.08,3.0
0.0,9.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,5.0,3.0,8.0,2.0,207.0,0.0,60.0,0.0,83.02,1.0
0.0,9.0,0.0,9.0,0.0,148.0,0.0,34.0,0.0,60.0,2.0
0.0,8.0,0.0,8.0,1.0,66.0,0.0,10.0,0.0,20.18,3.0
0.0,8.0,0.0,8.0,1.0,48.0,0.0,0.0,0.0,11.38,3.0
0.0,9.0,0.0,9.0,2.0,44.0,0.0,0.0,100.0,100.0,1.0
0.0,6.0,0.0,6.0,0.0,44.0,0.0,0.0,100.0,100.0,1.0
0.0,7.0,0.0,7.0,0.0,43.0,0.0,0.0,100.0,99.33,1.0
0.0,7.0,0.0,7.0,0.0,43.0,0.0,0.0,100.0,99.33,1.0
0.0,6.0,1.0,7.0,13.0,43.0,0.0,0.0,100.0,99.33,1.0
0.0,7.0,0.0,7.0,0.0,43.0,0.0,0.0,100.0,99.33,1.0
0.0,8.0,0.0,8.0,7.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,8.0,0.0,8.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,7.0,0.0,7.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,9.0,0.0,9.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,6.0,0.0,6.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,8.0,0.0,8.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.67,1.0
0.0,9.0,0.0,9.0,0.0,42.5,0.0,0.0,100.0,98.5,1.0
0.0,8.0,0.0,8.0,0.0,42.5,0.0,0.0,100.0,98.5,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,9.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,4.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,4.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,11.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,1.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,8.0,0.0,9.0,13.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,6.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
3.0,5.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,9.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,8.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
1.0,8.0,0.0,9.0,0.0,42.0,0.0,0.0,100.0,98.0,1.0
1.0,7.0,0.0,8.0,0.0,42.0,0.0,0.0,100.0,98.0,1.0
0.0,7.0,0.0,7.0,4.0,42.0,0.0,0.0,100.0,98.0,1.0
1.0,8.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,9.0,0.0,9.0,0.0,41.5,0.0,0.0,100.0,98.0,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,9.0,0.0,9.0,3.0,41.5,0.0,0.0,100.0,97.83,1.0
0.0,9.0,0.0,9.0,8.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,8.0,0.0,8.0,2.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,7.0,0.0,7.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,7.0,0.0,7.0,4.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,8.0,0.0,8.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,8.0,0.0,8.0,2.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,7.0,0.0,7.0,3.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,1.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,7.0,0.0,7.0,2.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,6.0,41.0,0.0,0.0,100.0,97.67,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,9.0,0.0,9.0,5.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,7.0,0.0,7.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,7.0,0.0,7.0,3.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,7.0,0.0,7.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,6.0,0.0,6.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
1.0,8.0,0.0,9.0,6.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,9.0,0.0,9.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,7.0,0.0,7.0,0.0,40.5,0.0,0.0,100.0,97.17,1.0
0.0,6.0,0.0,6.0,0.0,40.0,0.0,0.0,100.0,97.0,1.0
1.0,5.0,0.0,6.0,0.0,40.0,0.0,0.0,100.0,97.0,1.0
0.0,7.0,0.0,7.0,0.0,40.0,0.0,0.0,100.0,96.87,1.0
0.0,7.0,0.0,7.0,1.0,40.0,0.0,0.0,100.0,96.67,1.0
1.0,7.0,0.0,8.0,0.0,40.0,0.0,0.0,100.0,96.67,1.0
0.0,8.0,0.0,8.0,0.0,40.0,0.0,0.0,100.0,96.67,1.0
0.0,7.0,0.0,7.0,0.0,39.5,0.0,0.0,100.0,96.5,1.0
0.0,7.0,0.0,7.0,0.0,39.32,0.0,0.0,100.0,96.4,1.0
0.0,9.0,0.0,9.0,3.0,40.0,0.0,0.0,100.0,96.39,1.0
0.0,9.0,0.0,9.0,0.0,40.0,0.0,0.0,100.0,96.33,1.0
0.0,7.0,0.0,7.0,0.0,39.5,0.0,0.0,100.0,96.17,1.0
0.0,6.0,0.0,6.0,0.0,40.0,0.0,0.0,100.0,96.07,1.0
0.0,7.0,0.0,7.0,0.0,40.0,0.0,0.0,100.0,96.07,1.0
0.0,6.0,0.0,6.0,0.0,40.0,0.0,0.0,100.0,96.07,1.0
0.0,7.0,0.0,7.0,1.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,8.0,0.0,8.0,0.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,8.0,0.0,8.0,4.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,6.0,0.0,6.0,3.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,9.0,0.0,9.0,1.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,7.0,0.0,7.0,1.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,7.0,0.0,7.0,4.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,9.0,0.0,9.0,0.0,40.0,0.0,0.0,100.0,95.84,1.0
1.0,5.0,0.0,6.0,12.0,40.0,0.0,0.0,100.0,95.73,1.0
0.0,8.0,0.0,8.0,2.0,39.0,0.0,0.0,100.0,95.67,1.0
0.0,6.0,0.0,6.0,0.0,39.5,0.0,0.0,100.0,95.67,1.0
0.0,8.0,0.0,8.0,0.0,38.5,0.0,0.0,100.0,95.5,1.0
0.0,8.0,0.0,8.0,0.0,38.0,0.0,0.0,100.0,95.33,1.0
0.0,8.0,0.0,8.0,0.0,38.0,0.0,0.0,100.0,95.33,1.0
0.0,7.0,0.0,7.0,2.0,37.5,0.0,0.0,100.0,95.17,1.0
0.0,7.0,0.0,7.0,0.0,39.0,0.0,0.0,100.0,94.93,1.0
0.0,9.0,0.0,9.0,0.0,38.5,0.0,0.0,100.0,94.68,1.0
0.0,8.0,0.0,8.0,0.0,37.0,0.0,0.0,100.0,93.4,1.0
0.0,8.0,0.0,8.0,0.0,35.0,0.0,0.0,100.0,92.44,1.0
0.0,9.0,0.0,9.0,1.0,34.0,0.0,0.0,100.0,92.0,1.0
0.0,8.0,0.0,8.0,8.0,34.82,0.0,0.0,100.0,91.7,1.0
0.0,7.0,0.0,7.0,0.0,33.0,0.0,0.0,100.0,90.62,1.0
0.0,6.0,0.0,6.0,0.0,34.32,0.0,0.0,100.0,90.42,1.0
0.0,6.0,0.0,6.0,0.0,32.0,0.0,0.0,100.0,90.33,1.0
0.0,9.0,0.0,9.0,0.0,32.0,0.0,0.0,100.0,90.33,1.0
0.0,9.0,0.0,9.0,6.0,31.5,0.0,0.0,100.0,90.0,1.0
0.0,7.0,0.0,7.0,0.0,31.0,0.0,0.0,100.0,89.67,1.0
1.0,6.0,0.0,7.0,0.0,31.0,0.0,0.0,100.0,89.22,1.0
0.0,6.0,0.0,6.0,3.0,30.0,0.0,0.0,100.0,89.0,1.0
0.0,7.0,0.0,7.0,0.0,29.32,0.0,0.0,100.0,87.57,1.0
0.0,8.0,0.0,8.0,0.0,30.0,0.0,0.0,100.0,87.13,1.0
0.0,6.0,0.0,6.0,2.0,43.0,0.0,0.0,80.0,87.0,1.0
0.0,6.0,1.0,7.0,0.0,28.5,0.0,0.0,100.0,86.57,1.0
2.0,6.0,0.0,8.0,0.0,29.0,0.0,0.0,100.0,86.09,1.0
0.0,7.0,0.0,7.0,0.0,26.82,0.0,0.0,100.0,84.47,2.0
0.0,6.0,0.0,6.0,4.0,39.0,0.0,0.0,80.0,83.67,2.0
0.0,9.0,0.0,9.0,0.0,26.0,0.0,0.0,100.0,83.19,2.0
1.0,7.0,0.0,8.0,0.0,21.0,0.0,0.0,100.0,83.0,2.0
0.0,8.0,0.0,8.0,0.0,37.5,0.0,0.0,80.0,82.34,2.0
3.0,3.0,0.0,6.0,0.0,25.0,0.0,0.0,100.0,81.04,2.0
0.0,8.0,0.0,8.0,0.0,33.0,0.0,0.0,80.0,79.33,2.0
1.0,5.0,0.0,6.0,1.0,20.5,0.0,0.0,100.0,78.28,2.0
1.0,7.0,0.0,8.0,0.0,31.0,0.0,0.0,80.0,77.69,2.0
1.0,7.0,0.0,8.0,0.0,17.32,0.0,0.0,100.0,77.15,2.0
1.0,7.0,0.0,8.0,0.0,12.0,0.0,0.0,100.0,75.0,2.0
0.0,9.0,0.0,9.0,0.0,11.5,0.0,0.0,100.0,74.5,2.0
0.0,9.0,0.0,9.0,1.0,42.0,0.0,0.0,60.0,74.33,2.0
1.0,6.0,2.0,9.0,0.0,42.0,0.0,0.0,60.0,74.33,2.0
0.0,7.0,0.0,7.0,0.0,42.0,0.0,0.0,60.0,74.0,2.0
0.0,8.0,0.0,8.0,0.0,41.0,0.0,0.0,60.0,73.67,2.0
